id,name_ja,name_en,nationality,birth_year,birth_date,birthplace,profile,status,api_id
alan-north,アラン・ノース,Alan North,南アフリカ,1953,1953-08-15,Durban,,確認済,86e154ce-f532-40bc-b3cc-7536f153f122
karl-thomas-grassel,カール＝トーマス・グレッセル,Karl-Thomas Grassel,ドイツ,,,,,確認済,5b40dfae-44f4-42b2-a338-37c923106f72
franco-marchegiani,フランコ・マルケジャーニ,Franco Marchegiani,イタリア,,,,,記憶,
carlos-morante,カルロス・モランテ,Carlos Morante,スペイン,,,,,記憶,
pierre-tocco,ピエール・トッコ,Pierre Tocco,フランス,,,,,記憶,
olivier-liegeois,オリヴィエ・リエジョワ,Olivier Liegeois,ベルギー,1954,1954-08-26,,,確認済,f3a49934-5be5-40f3-851e-c613e387a3d7
steve-tonkin,スティーヴ・トンキン,Steve Tonkin,英国,,,,,確認済,0ea527c1-8c74-4515-b67c-ee04b1a9527d
siegfried-minich,ジークフリート・ミニッヒ,Siegfried Minich,オーストリア,,,,,確認済,7272412b-e503-45a0-b35f-24b005557755
alain-beraud,アラン・ベロー,Alain Beraud,フランス,,,,,記憶,
marc-schouten,マルク・スハウテン,Marc Schouten,オランダ,,,,,確認済,d3391041-b4a8-487e-8aaf-4f02dab2232f
august-auinger,アウグスト・アウインガー,August Auinger,オーストリア,1955,1955-05-03,,,確認済,6b7f7129-e7b9-4b45-950c-94dc0a6391dd
etienne-geeraerd,エティエンヌ・ヘーラールト,Etienne Geeraerd,ベルギー,,,,,記憶,
jean-jacques-peyre,ジャン＝ジャック・ペイル,Jean-Jacques Peyre,フランス,,,,,記憶,
michel-simeon,ミシェル・シメオン,Michel Simeon,ベルギー,,,,,確認済,a67ced35-1a1b-4e71-81b6-a2298a06dd78
b-elgh,B・エルグ,B. Elgh,スウェーデン,,,,,確認済,abdd985e-dd8f-45f8-ab5e-50078ff007c7
willy-perez,ウィリー・ペレス,Willy Perez,アルゼンチン,1948,1948-05-05,,,確認済,428abf98-9e99-47fb-a54b-ba36fe276065
ivan-troisi,イバン・トロイシ,Ivan Troisi,ベネズエラ,,,,,確認済,31592a16-f1ea-4b13-a55b-485feacd6b45
per-edward-carlsson,ペール・エドヴァルド・カールソン,Per Edward Carlsson,スウェーデン,,,,,確認済,d86ef4aa-697b-46e7-a7af-3451c3897777
fernando-gonzalez-de-nicolas,フェルナンド・ゴンサレス・デ・ニコラス,Fernando González de Nicolás,スペイン,,,,,確認済,044f770e-2c7b-48de-abc9-65fad5a516d3
n-gatti,N・ガッティ,N. Gatti,アルゼンチン,,,,,確認済,89ace69e-fe2b-44b8-8c03-e1dd35a6b359
fabian-gonzales,ファビアン・ゴンサレス,Fabian Gonzales,アルゼンチン,,,,,確認済,8b6c7ed9-365c-4e98-9ed0-b09facfa87ad
hugo-vignetti,ウーゴ・ヴィニェッティ,Hugo Vignetti,アルゼンチン,,,,,確認済,402c06fc-c195-4965-ad4a-4436dc05f6e9
francisco-incorvaia,フランシスコ・インコルバイア,Francisco Incorvaia,アルゼンチン,,,,,記憶,
j-genoud,J・ジュヌー,J. Genoud,スイス,,,,,確認済,e161a3fa-6bfe-4f87-a585-5ef61d7e958a
m-musco,M・ムスコ,M. Musco,イタリア,,,,,確認済,51980825-bcd3-4285-add6-0c5d5963dad8
michele-ettore,ミケーレ・エットーレ,Michele Ettore,イタリア,,,,,確認済,a29b3843-0a33-4ca8-ad91-921d5619fe1e
peter-hubbard,ピーター・ハバード,Peter Hubbard,英国,,,,,記憶,
ton-spek,トン・スペック,Ton Spek,オランダ,,,,,確認済,0cbbc19c-ef43-4bf1-a205-478044418112
stefan-jannsen,シュテファン・ヤンセン,Stefan Jannsen,ドイツ,,,,,記憶,
libero-piccirillo,リベロ・ピッチリッロ,Libero Piccirillo,イタリア,,,,,確認済,20ec1f58-387b-4480-98c7-0bbb7f258cd9
joel-benniza,ジョエル・ベニザ,Joel Benniza,フランス,,,,,記憶,
r-ruosi,R・ルオージ,R. Ruosi,イタリア,,,,,確認済,bb68e4e8-f159-45bc-bb31-8cc9a1f904fe
nardone,ナルドーネ,Nardone,イタリア,,,,,記憶,
pierluigi-aldrovandi,ピエルルイジ・アルドロヴァンディ,Pierluigi Aldrovandi,イタリア,,,,,確認済,7ff71f30-013f-477b-83e7-798e6a3fab88
ivan-villini,イヴァン・ヴィッリーニ,Ivan Villini,イタリア,,,,,記憶,
john-kernan,ジョン・カーナン,John Kernan,英国,,,,,記憶,
rino-zuliani,リーノ・ズリアーニ,Rino Zuliani,イタリア,,,,,記憶,
jose-dubon,ホセ・ドゥボン,Jose Dubon,スペイン,,,,,確認済,bcf86eb5-0dad-4e3f-b931-0da75f8431ea
erich-klein,エーリッヒ・クライン,Erich Klein,オーストリア,,,,,確認済,9deb70bc-243c-4f5c-9ad1-bd33bf00b76a
jan-eggens,ヤン・エッヘンス,Jan Eggens,オランダ,,,,,確認済,cd05a6d7-b607-4a77-8c3b-ed948ab68723
jan-huberts,ヤン・ヒューベルツ,Jan Huberts,オランダ,1937,1937-10-12,,,確認済,07d0bb1a-5ea3-4956-951e-b5d725a9aebf
boy-van-erp,ボーイ・ファン・エルプ,Boy van Erp,オランダ,,,,,記憶,
peter-van-niel,ペーター・ファン・ニール,Peter van Niel,オランダ,,,,,記憶,33439fa9-481d-4ad4-9142-2d2dfc3f7e38
lucio-pietroniro,ルーチョ・ピエトロニーロ,Lucio Pietroniro,ベルギー,1960,1960-07-26,,,確認済,5d67b9d6-20ee-4910-a2ec-8b0132a19780
vincenzo-cascino,ビンセンソ・カスシーノ,Vincenzo Cascino,チリ,,,,,確認済,d6254e95-14bb-48a5-a31b-91dc00511424
pekka-nurmi,ペッカ・ヌルミ,Pekka Nurmi,フィンランド,,,,,確認済,6140c9f3-ef54-477d-a3ec-4710849482db
charlie-williams,チャーリー・ウィリアムズ,Charlie Williams,英国,1950,1950-07-31,,,確認済,abe169ef-6fbc-456b-b9cc-338de66fb072
donnie-robinson,ドニー・ロビンソン,Donnie Robinson,アイルランド,,,,,確認済,27d054e1-cff7-42cb-a039-445fe396ff96
wolfgang-von-muralt,ヴォルフガング・フォン・ムラルト,Wolfgang Von Muralt,スイス,,,,,確認済,e8fbe2dc-f08d-4f58-a043-05fdb7679f3d
r-eskelinen,R・エスケリネン,R. Eskelinen,フィンランド,,,,,確認済,07f52eed-12f5-4749-a4e5-ff4205601baa
rudolf-kunz,ルドルフ・クンツ,Rudolf Kunz,ドイツ,,,,,確認済,f9016537-33a7-4dbf-8d1a-edc3c45001e0
george-looijesteijn,ヘオルヘ・ローイエステイン,George Looijesteijn,オランダ,,,,,確認済,a2fe5b4b-e21c-4f51-823b-889ee1ac3441
kasimer-rapczynski,カジミール・ラプチンスキ,Kasimer Rapczynski,,,,,,確認済,87ccf7e0-7722-4de1-a17f-6e0cdc815438
gerhard-bauer,ゲルハルト・バウアー,Gerhard Bauer,ドイツ,,,,,確認済,223b32c4-3a47-4021-8219-fda20cdacf8b
k-kull,K・クル,K. Kull,,,,,,確認済,1c99af97-7707-45a5-8cc8-4e1614fb3bd8
h-engelhardt,H・エンゲルハルト,H. Engelhardt,,,,,,確認済,89d1e289-416f-4839-b6df-025a0d8fc25f
yves-le-toumelin,イヴ・ル・トゥムラン,Yves le Toumelin,フランス,,,,,記憶,6132ffd2-4ddc-4dfb-abe6-d7dd03dcd52e
joaquim-gali,ジョアキム・ガリ,Joaquim Gali,スペイン,,,,,確認済,704e3489-8e72-43c8-930c-0890b68e3300
ramon-gali,ラモン・ガリ,Ramon Gali,スペイン,,,,,確認済,9bccfa47-2040-48eb-b15c-17614d374f81
dieter-goppner,ディーター・ゲップナー,Dieter Göppner,ドイツ,,,,,記憶,
bruno-di-carlo,ブリュノ・ディ・カルロ,Bruno di Carlo,フランス,,,,,記憶,
reiner-koster,ライナー・ケスター,Reiner Koster,スイス,,,,,確認済,c7a273ac-15e9-484b-b986-67a19cfaa01d
p-verbic,P・ヴェルビッチ,P. Verbic,ユーゴスラビア,,,,,確認済,c6f9689f-b4d8-4100-87b8-c2c9fbf449fa
chris-baert,クリス・バールト,Chris Baert,ベルギー,,,,,確認済,bea59cb4-f69f-4444-9746-06276b4a36cb
henry-nagel,ヘンリー・ナーゲル,Henry Nagel,ドイツ,,,,,記憶,
hagen-klein,ハーゲン・クライン,Hagen Klein,ドイツ,,,,,確認済,f15ed76c-db55-4233-b719-b0b281b70dd0
ingo-emmerich,インゴ・エメリッヒ,Ingo Emmerich,ドイツ,1950,1950-01-30,,,確認済,d3fc1d02-913d-4986-864b-d64affd172db
gunter-schirnhofer,ギュンター・シルンホーファー,Günter Schirnhofer,ドイツ,,,,,確認済,e346f87b-ce8f-4301-b678-40400e992054
p-kambourian,P・カンブリアン,P. Kambourian,,,,,,確認済,d2454863-8a11-48cf-8022-379bbcffd6b0
gerhard-singer,ゲルハルト・ジンガー,Gerhard Singer,ドイツ,,,,,確認済,21e4b232-3c9c-4f39-ad56-b46d20600117
zbynek-havrda,ズビニェク・ハヴルダ,Zbyněk Havrda,チェコスロバキア,,,,,確認済,1446d739-95d7-416a-914e-bcf10989d7f0
rainer-scheidhauer,ライナー・シャイトハウアー,Rainer Scheidhauer,ドイツ,,,,,確認済,a15f9de6-dc07-443d-af96-14378401b449
zlatko-adamovic,ズラトコ・アダモヴィッチ,Zlatko Adamovic,ユーゴスラビア,,,,,記憶,
spencer-crabbe,スペンサー・クラブ,Spencer Crabbe,英国,,,,,記憶,
zdravko-matulja,ズドラフコ・マトゥリャ,Zdravko Matulja,ユーゴスラビア,,,,,確認済,fd8ed44c-97f1-42cc-ab24-841b7fa23f64
miklos-bojan,ミクロシュ・ボヤン,Miklos Bojan,ユーゴスラビア,,,,,記憶,afe19457-7670-44e5-aedb-fe142d95e396
darko-keletic,ダルコ・ケレティッチ,Darko Keletic,ユーゴスラビア,,,,,記憶,
michel-de-poligny,ミシェル・ド・ポリニー,Michel De Poligny,フランス,,,,,記憶,
uli-merz,ウリ・メルツ,Uli Merz,ドイツ,,,,,記憶,
cees-van-dongen,ケース・ファン・ドンゲン,Cees Van Dongen,オランダ,,,,,確認済,433ca93d-4e26-4ba9-a518-a53c0f233e5a
philippe-robinet,フィリップ・ロビネ,Philippe Robinet,フランス,,,,,確認済,62dc29b2-5333-44c5-b58b-958824d18739
lorenzo-ghiselli,ロレンツォ・ギゼッリ,Lorenzo Ghiselli,イタリア,,,,,確認済,f8af64ac-ee5c-4796-b0b2-cfa2066ae4d9
victor-palomo,ビクトル・パロモ,Victor Palomo,スペイン,1948,1948-05-26,,,確認済,1359590b-d595-4672-8ac4-1125cccef0b5
gary-lingham,ゲイリー・リンガム,Gary Lingham,英国,,,,,確認済,ec9067f9-4fc7-433f-8120-6ff7e7f070db
benny-mortensen,ベニー・モーテンセン,Benny Mortensen,デンマーク,,,,,記憶,
kjeld-sorensen,シェル・ソレンセン,Kjeld Sorensen,デンマーク,,,,,記憶,
cai-hedstrom,カイ・ヘドストレム,Cai Hedstrom,スウェーデン,,,,,記憶,
pauli-freudenlund,パウリ・フロイデンルント,Pauli Freudenlund,スウェーデン,,,,,記憶,
risto-korhonen,リスト・コルホネン,Risto Korhonen,フィンランド,,,,,記憶,
steve-williams,スティーヴ・ウィリアムズ,Steve Williams,英国,,,,,記憶,
chris-fisker,クリス・フィスカー,Chris Fisker,デンマーク,,,,,記憶,
kjeil-warz,シェル・ワルツ,Kjeil Warz,スウェーデン,,,,,記憶,
alf-graarud,アルフ・グラールド,Alf Graarud,ノルウェー,,,,,記憶,
jan-olof-odeholm,ヤン＝オロフ・オーデホルム,Jan-Olof Odeholm,スウェーデン,,,,,記憶,
ernst-gschwender,エルンスト・グシュヴェンダー,Ernst Gschwender,ドイツ,,,,,確認済,02743483-e5a3-4245-a7db-ccfdde838dc5
alfons-ammerschlager,アルフォンス・アマーシュレーガー,Alfons Ammerschlager,ドイツ,,,,,確認済,a03ec2dd-6ba7-4f02-9616-d923ba23af2d
klaus-klein,クラウス・クライン,Klaus Klein,ドイツ,,,,,記憶,
gerhard-treusch,ゲルハルト・トロイシュ,Gerhard Treusch,ドイツ,,,,,記憶,
peter-huber,ペーター・フーバー,Peter Huber,スイス,,,,,記憶,
ulrich-lang,ウルリッヒ・ラング,Ulrich Lang,ドイツ,,,,,記憶,
gabriel-grabia,ガブリエル・グラビア,Gabriel Grabia,フランス,,,,,確認済,9d5d2f19-f7dc-4eba-99b2-26e703d2c573
patrick-chatelet,パトリック・シャトレ,Patrick Chatelet,フランス,,,,,記憶,
antonio-neto,アントニオ・ネト,Antonio Neto,ブラジル,,,,,確認済,b5ade84c-9473-4357-a108-2653c5b7bc8b
thierry-rapicault,ティエリー・ラピコー,Thierry Rapicault,フランス,,,,,確認済,5e940885-428d-437f-8371-31b21daf5587
reinhard-scholtis,ラインハルト・ショルティス,Reinhard Scholtis,ドイツ,,,,,確認済,28643b69-9c3e-47fb-9423-b87725fa208f
massimo-broccoli,マッシモ・ブロッコリ,Massimo Broccoli,イタリア,1957,1957-11-14,,,確認済,ff47fefb-5674-454c-8d64-2bc8559d0637
dick-van-logchem,ディック・ファン・ロッヘム,Dick van Logchem,オランダ,,,,,記憶,
johnny-scott,ジョニー・スコット,Johnny Scott,南アフリカ,,,,,記憶,
roel-toornstra,ルール・トールンストラ,Roel Toornstra,オランダ,,,,,記憶,
henk-van-schijndel,ヘンク・ファン・スハインデル,Henk van Schijndel,オランダ,,,,,記憶,
jean-michel-mattioli,ジャン＝ミシェル・マティオリ,Jean Michel Mattioli,フランス,,,,,確認済,17bac872-524f-4d7b-95bb-e145bafbcc42
paul-harris,ポール・ハリス,Paul Harris,英国,,,,,記憶,
jussi-hautaniemi,ユッシ・ハウタニエミ,Jussi Hautaniemi,フィンランド,,,,,確認済,7a2b2712-8aa2-49f0-b02b-c115c393bdf3
jose-moreno,ホセ・モレノ,Jose Moreno,キューバ,,,,,記憶,
jarmo-liitia,ヤルモ・リーティア,Jarmo Liitia,フィンランド,,,,,記憶,
bruno-luscher,ブルーノ・ルッシャー,Bruno Luscher,スイス,,,,,確認済,dd9281e8-5891-4356-b62a-5a350bb24ed1
leif-nielsen,レイフ・ニールセン,Leif Nielsen,デンマーク,,,,,記憶,
constant-pittet,コンスタン・ピテ,Constant Pittet,スイス,,,,,記憶,
eilert-lundstedt,エイレット・ルンドステット,Eilert Lundstedt,スウェーデン,,,,,記憶,
fabrizio-fantini,ファブリツィオ・ファンティーニ,Fabrizio Fantini,イタリア,,,,,記憶,
manfred-herweh,マンフレート・ヘルヴェー,Manfred Herweh,ドイツ,1954,1954-06-14,,,確認済,7877f1fb-90c2-4dac-88ab-4b0fcdc393ee
miguel-gonzales,ミゲル・ゴンサレス,Miguel Gonzales,ベネズエラ,,,,,記憶,
oscar-recouso,オスカル・レコウソ,Oscar Recouso,アルゼンチン,,,,,記憶,
jose-luis-sosa,ホセ・ルイス・ソサ,Jose Luis Sosa,アルゼンチン,,,,,記憶,
juan-bocoy,フアン・ボコイ,Juan Bocoy,アルゼンチン,,,,,記憶,
antonio-barbosa,アントニオ・バルボサ,Antonio Barbosa,チリ,,,,,記憶,
alex-bedford,アレックス・ベッドフォード,Alex Bedford,英国,,,,,確認済,d4f96df0-77c0-422f-a489-3729845e84d6
peter-sommer,ペーター・ゾマー,Peter Sommer,スイス,,,,,確認済,29dec4e9-b338-472c-aa82-8166fc61ef52
andreas-sanches-marin,アンドレアス・サンチェス＝マリン,Andreas Sanches-Marin,スペイン,,,,,記憶,
franco-incorvaia,フランコ・インコルバイア,Franco Incorvaia,アルゼンチン,,,,,記憶,
dario-casais,ダリオ・カサイス,Dario Casais,アルゼンチン,,,,,記憶,
jaime-bustamante,ハイメ・ブスタマンテ,Jaime Bustamante,チリ,,,,,記憶,
miguel-gugliara,ミゲル・グリアラ,Miguel Gugliara,アルゼンチン,,,,,記憶,
h-lichtenberg,H・リヒテンベルク,H. Lichtenberg,ドイツ,,,,,確認済,a4b9351e-2775-49f4-b7fa-dc64638a8f40
esa-kytola,エサ・キュトラ,Esa Kytölä,フィンランド,,,,,確認済,d3ca1f53-a6ec-4822-998a-c9414ae0ac3d
willem-heykoop,ウィレム・ヘイコープ,Willem Heykoop,オランダ,,,,,確認済,d7263568-51e0-41fd-a469-b1c7f2036c9d
frederic-michel,フレデリック・ミシェル,Frédéric Michel,フランス,,,,,記憶,
kees-van-der-ven,ケース・ファン・デル・フェン,Kees van der Ven,オランダ,,,,,記憶,
serge-julin,セルジュ・ジュラン,Serge Julin,ベルギー,,,,,確認済,8ea262ea-4744-4023-9cdf-d380bf0f468f
jan-backstrom,ヤン・ベックストレム,Jan Bäckström,スウェーデン,,,,,記憶,
paul-bordes,ポール・ボルド,Paul Bordes,フランス,,,,,確認済,3a5d21df-a87d-4ce9-8171-91111ee47646
per-larsen,ペア・ラーセン,Per Larsen,デンマーク,,,,,記憶,
rene-renier,ルネ・ルニエ,René Renier,ベルギー,,,,,記憶,
freddy-blaise,フレディ・ブレーズ,Freddy Blaise,ベルギー,,,,,記憶,
luc-beugnier,リュック・ブーニエ,Luc Beugnier,ベルギー,,,,,記憶,
z-ljeljak,Z・リェリャク,Z. Ljeljak,ユーゴスラビア,,,,,確認済,a559d5ba-44c0-4307-b51d-20feff9fd71a
werner-schmied,ヴェルナー・シュミート,Werner Schmied,オーストリア,,,,,記憶,98dcd03c-3f20-4d55-9c97-d13a47796a98
marijan-kosic,マリヤン・コシッチ,Marijan Kosic,ユーゴスラビア,,,,,記憶,
drago-josipovic,ドラゴ・ヨシポヴィッチ,Drago Josipovic,ユーゴスラビア,,,,,記憶,
ilkka-jaakkola,イルッカ・ヤーッコラ,Ilkka Jaakkola,フィンランド,,,,,確認済,32117bd8-e2c3-4cdd-b15b-f8b475084cd2
carlo-succi,カルロ・スッチ,Carlo Succi,イタリア,,,,,記憶,
tore-alexandersson,トーレ・アレクサンデション,Tore Alexandersson,スウェーデン,,,,,記憶,
patrick-gross,パトリック・グロス,Patrick Gross,フランス,,,,,記憶,
wolfgang-glawaty,ヴォルフガング・グラヴァティ,Wolfgang Glawaty,ドイツ,,,,,記憶,
bedrich-fendrich,ベドジフ・フェンドリフ,Bedřich Fendrich,チェコスロバキア,,,,,記憶,01c40eed-099b-437c-9566-46387a3a9b02
ladislav-polak,ラジスラフ・ポラーク,Ladislav Polák,チェコスロバキア,,,,,記憶,
alejandro-aleman,アレハンドロ・アレマン,Alejandro Aleman,ベネズエラ,,,,,確認済,571ea2c3-cd3e-4a11-a66b-f4835e052915
victorio-minguzzi,ビクトリオ・ミングッツィ,Victorio Minguzzi,アルゼンチン,,,,,確認済,ede65be3-e7ee-44a1-a872-634b3b79f122
fernando-cerdera,フェルナンド・セルデラ,Fernando Cerdera,アルゼンチン,,,,,確認済,2009fb9c-05db-4c72-a656-0127318297ad
franz-kaserer,フランツ・カゼラー,Franz Kaserer,,,,,,確認済,b30cbc73-961d-41e5-9ffc-8d3029659587
josef-hutter,ヨーゼフ・フッター,Josef Hutter,オーストリア,,,,,記憶,
edwin-weibel,エトヴィン・ヴァイベル,Edwin Weibel,スイス,,,,,確認済,8960a5ab-6bc6-4521-8cbe-47d35d849585
eduardo-aleman,エドゥアルド・アレマン,Eduardo Aleman,ベネズエラ,,,,,確認済,1a8ca199-546f-4648-94fc-3edf1fefd4cc
jose-de-faveri,ジョゼ・デ・ファヴェリ,Jose de Faveri,ベルギー,,,,,記憶,
svend-andersen,スヴェン・アンデルセン,Svend Andersen,デンマーク,,,,,記憶,
hans-hansebraten,ハンス・ハンセブローテン,Hans Hansebraten,ノルウェー,,,,,記憶,
r-cornelis,R・コルネリス,R. Cornelis,オランダ,,,,,確認済,5b6b2bd6-dad2-4ba6-8a1b-4a7671a33ff7
attilio-riondato,アッティリオ・リオンダート,Attilio Riondato,,,,,,確認済,2f0d2c3c-b7ea-4428-82cc-423c09a54d7b
alan-watts,アラン・ワッツ,Alan Watts,豪州,1961,1961-11-23,,,確認済,f6ee9da7-1e23-4896-9f7a-c15153b9eaf7
graham-young,グレアム・ヤング,Graham Young,英国,,,,,記憶,
paul-tinkler,ポール・ティンクラー,Paul Tinkler,英国,,,,,記憶,
donnie-mcleod,ドニー・マクロード,Donnie McLeod,英国,1955,1955-06-16,,,確認済,95724fa0-b866-4d09-b397-595d4c0babb2
phil-mellor,フィル・メラー,Phil Mellor,英国,,,,,記憶,
stewart-cole,スチュワート・コール,Stewart Cole,英国,,,,,記憶,
steve-wright,スティーヴ・ライト,Steve Wright,英国,,,,,記憶,99b90e3c-3d49-4bf7-ba88-53babac7f0a8
dave-griffiths,デイヴ・グリフィス,Dave Griffiths,英国,,,,,記憶,
marcello-iannetta,マルチェッロ・イアンネッタ,Marcello Iannetta,イタリア,,,,,記憶,
jakob-manser,ヤコブ・マンザー,Jakob Manser,スイス,,,,,記憶,
andreas-berger,アンドレアス・ベルガー,Andreas Berger,スイス,,,,,記憶,
christer-eliasson,クリステル・エリアソン,Christer Eliasson,スウェーデン,,,,,記憶,
gary-padgett,ゲイリー・パジェット,Gary Padgett,英国,,,,,記憶,
rob-mcelnea,ロブ・マケルニア,Rob McElnea,英国,1959,1959-12-12,,,確認済,f7b19c03-cb4d-4587-a0ff-2d8dda376c30
tom-drury,トム・ドルーリー,Tom Drury,英国,,,,,記憶,
richard-bay,リシャール・ベ,Richard Bay,ドイツ,,,,,確認済,8eb38a24-05f4-48b2-a44e-d6b97f65b6f4
giuliano-gerani,ジュリアーノ・ジェラーニ,Giuliano Gerani,イタリア,,,,,記憶,
henrique-sande,エンリケ・サンデ,Henrique Sande,ポルトガル,,,,,記憶,
thomas-engl,トーマス・エングル,Thomas Engl,ドイツ,,,,,確認済,1fa5aa41-b84c-45b0-a301-711a27f39935
hubert-genoud,ユベール・ジュヌー,Hubert Genoud,スイス,,,,,記憶,
massimo-de-lorenzi,マッシモ・デ・ロレンツィ,Massimo De Lorenzi,イタリア,,,,,確認済,a65a1bdf-afdb-43e3-873d-20a0adca4a9c
paolo-priori,パオロ・プリオーリ,Paolo Priori,イタリア,,,,,確認済,c549db5d-16f5-4459-9d21-a60b9dc27a5e
